Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,TotalQuantity,AvgQtyPerTrans,MinQuantity,MaxQuantity,CustomerTenure,FirstPurchase,PreferredDay,PreferredHour,PreferredMonth,WeekendRatio,AvgDaysBetween,UniqueDesc,AvgProdPerTrans,UniqueCountries,NegQtyCount,ZeroPriceCount,CancelledTrans,ReturnRatio,TotalTrans,AvgLinesPerInv,Age,SupportTickets,Satisfaction,Churn,RFMSegment,AgeCategory,PreferredTime,LoyaltyLevel,ChurnRisk,BasketSize,RegYear,RegMonth,RegDay,RegWeekday,IP_IsPrivate,IP_FirstOctet,MonetaryPerDay,AvgBasketValue,TenureRatio,FrequencyRatio,Country_TargetEnc,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Asie,Region_Autre,Region_Europe_C,Region_Europe_E,Region_Europe_N,Region_Europe_S,Region_UK,WeekendPref_Inconnu,WeekendPref_Semaine,WeekendPref_Weekend,ProdDiversity_Explorateur,ProdDiversity_Modéré,ProdDiversity_Spécialisé,Gender_F,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended
264,6,2169.1,396.64,83.16,656.47,144,23.53,-2676,7102,286,31,3,4,12,0.3,251.1,648,100.0,3,74,27,13,0.798,4860,100.0,45.22586339318657,9.0,4.0,1,1,3,1,3,3,0,2017,8,8,3,1,192,8.185283018867924,361.51666666666665,0.9198606271777003,0.020905923344947737,0.26666666666666666,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
173,24,7592.46,302.21,80.1,320.59,600,24.3,-6325,7152,46,12,5,15,12,0.716,186.8,294,13.48,1,48,7,19,0.654,4839,100.0,49.40841787345389,13.0,4.0,0,3,-1,1,1,0,0,2017,8,8,3,1,10,43.634827586206896,316.3525,3.6808510638297873,0.5106382978723404,0.08695652173913043,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
154,37,11076.59,212.75,77.68,2502.64,481,11.77,-4188,881,47,28,6,20,4,0.598,98.9,613,16.23,3,28,14,26,0.685,7040,100.0,38.40453585783252,11.0,5.0,0,3,2,3,1,0,1,2017,8,8,3,0,17,71.46187096774193,299.3672972972973,3.2083333333333335,0.7708333333333334,0.20833333333333334,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
245,23,11646.69,348.75,43.5,1287.08,483,19.32,-5593,4019,386,132,0,1,3,0.083,295.0,386,16.18,1,76,4,2,0.245,1495,62.01,69.1921739597614,7.0,4.0,0,0,5,0,3,2,-1,2017,8,8,3,0,135,47.344268292682926,506.37782608695653,0.6330749354005168,0.059431524547803614,0.29411764705882354,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
61,2,11309.36,500.0,46.77,4023.24,12,6.85,-4125,6311,300,117,6,13,9,0.754,82.0,725,100.0,1,7,32,16,0.131,4996,100.0,79.04785952160125,6.0,3.0,0,3,5,4,3,0,2,2017,8,8,3,0,52,182.4090322580645,5654.68,0.2026578073089701,0.006644518272425249,0.20833333333333334,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
195,28,1512.87,77.47,42.43,712.38,560,16.78,-3966,5526,177,89,1,17,4,0.355,244.7,255,11.95,3,87,43,3,0.452,9194,100.0,60.71254185747322,0.0,4.0,0,2,4,4,2,0,1,2017,8,8,3,1,10,7.7187244897959175,54.03107142857142,1.095505617977528,0.15730337078651685,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
71,12,9278.39,500.0,69.75,3020.64,264,22.85,-5117,5511,290,111,3,5,10,0.217,268.6,664,56.23,3,59,42,41,0.241,9417,100.0,49.40841787345389,9.0,4.0,0,3,-1,3,3,0,2,2017,8,8,3,1,10,128.86652777777778,773.1991666666667,0.24398625429553264,0.041237113402061855,0.29411764705882354,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
89,13,6438.95,392.89,20.74,744.02,182,17.61,-4002,4658,35,17,2,9,1,0.817,147.0,660,50.64,4,92,35,12,0.781,6091,100.0,71.09137445172155,8.0,4.0,0,0,5,2,1,0,2,2017,8,8,3,0,175,71.54388888888889,495.30384615384617,2.4722222222222223,0.3611111111111111,0.18386491557223264,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
96,22,4771.51,253.13,69.61,1374.07,506,25.12,-6168,1277,409,16,1,5,12,0.636,13.8,839,38.12,2,64,48,0,0.532,2113,79.27,19.24976454757046,4.0,5.0,0,1,0,3,3,2,1,2017,8,8,3,1,10,49.19082474226804,216.8868181818182,0.23414634146341465,0.05365853658536585,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
220,12,-1581.62,32.08,21.43,-282.91,168,11.81,-5285,6070,729,398,1,9,12,0.722,116.8,207,18.15,5,76,35,40,0.132,4862,100.0,59.71776153937074,13.0,4.0,1,2,4,4,3,3,2,2017,8,8,3,0,151,-7.156651583710406,-131.80166666666665,0.3013698630136986,0.01643835616438356,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
179,14,5439.79,362.69,68.45,1329.25,70,9.13,-345,2773,126,59,1,5,8,0.306,295.3,91,6.38,1,53,2,20,0.196,7023,100.0,66.56716470582762,0.0,4.0,0,1,5,0,2,0,-1,2017,8,8,3,0,67,30.221055555555555,388.55642857142857,1.4094488188976377,0.11023622047244094,0.17391304347826086,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
152,38,2819.47,94.94,69.32,553.25,456,13.55,-4214,6115,563,493,5,2,4,0.749,245.6,74,2.89,1,24,21,2,0.887,3551,91.05,45.98405987439205,8.0,4.0,0,1,3,3,3,2,1,2017,8,8,3,1,10,18.427908496732027,74.19657894736842,0.2695035460992908,0.0673758865248227,0.20833333333333334,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
38,34,10466.5,263.83,76.0,1705.23,238,4.79,-6034,3914,279,265,2,11,9,0.275,177.1,936,27.69,4,100,21,46,0.632,1038,28.56,71.28861796369668,12.0,4.0,0,3,5,0,3,0,2,2017,8,8,3,1,192,268.37179487179486,307.8382352941176,0.1357142857142857,0.12142857142857143,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
194,3,2119.07,491.38,67.84,226.16,30,7.08,-6537,6770,261,174,2,22,12,0.68,259.8,447,100.0,5,6,31,24,0.401,9564,100.0,59.83681394480358,14.0,4.0,0,1,4,2,3,3,-1,2021,12,1,2,1,192,10.867025641025641,706.3566666666667,0.7404580152671756,0.011450381679389313,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
317,15,2162.63,81.3,62.95,468.25,315,19.74,-7254,6796,307,128,4,19,9,0.218,78.8,893,59.72,2,21,37,41,0.721,6255,100.0,49.40841787345389,9.0,5.0,1,0,-1,4,3,3,1,2017,8,8,3,1,192,6.800723270440252,144.17533333333333,1.0292207792207793,0.048701298701298704,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
70,14,6722.3,432.63,114.81,1040.39,112,8.11,-4977,3006,27,7,0,19,9,0.634,337.9,255,19.03,4,96,49,43,0.809,7640,100.0,49.40841787345389,7.0,3.0,0,3,-1,2,0,0,1,2017,8,8,3,0,166,94.68028169014084,480.1642857142857,2.5,0.5,0.19230769230769232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
76,27,2210.93,130.92,10.21,585.09,675,26.02,-7259,3429,44,8,4,2,11,0.456,306.4,281,10.02,2,14,22,0,0.114,7708,100.0,73.67836917446061,4.0,5.0,0,2,5,0,1,2,1,2017,8,8,3,1,192,28.71337662337662,81.8862962962963,1.6888888888888889,0.6,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
279,46,4381.15,164.71,91.15,891.9,598,11.99,-4644,727,589,21,0,0,9,0.156,11.8,430,9.01,1,2,20,13,0.842,827,17.29,41.87207870562588,9.0,4.0,0,3,2,2,3,0,2,2010,12,7,1,0,165,15.646964285714285,95.24239130434782,0.4728813559322034,0.07796610169491526,0.19736842105263158,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
263,48,9660.0,269.35,103.83,3290.92,528,10.15,-6962,7078,550,25,1,19,7,0.594,244.4,326,7.39,5,54,3,33,0.947,3552,62.99,27.236907951833143,9.0,1.0,0,3,1,1,3,0,1,2017,8,8,3,1,10,36.59090909090909,201.25,0.47731397459165154,0.08711433756805807,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
129,10,8405.34,500.0,39.31,1495.82,40,4.7,-4588,7163,468,290,3,13,12,0.011,101.3,141,12.8,1,7,14,39,0.09,1169,84.68,37.79658576922928,3.0,5.0,0,1,2,0,3,1,0,2017,8,8,3,1,192,64.65646153846154,840.534,0.27505330490405117,0.021321961620469083,0.17391304347826086,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
153,16,12679.77,500.0,78.6,1587.92,128,6.64,-3763,717,650,544,1,2,9,0.69,180.9,15,1.69,4,47,44,2,0.324,1400,55.86,43.28528998528438,3.0,5.0,0,2,2,3,3,2,2,2017,8,8,3,0,160,82.33616883116883,792.485625,0.2350230414746544,0.02457757296466974,0.29411764705882354,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
16,8,2199.27,200.82,101.26,293.56,208,26.28,-1201,5699,715,521,2,15,7,0.945,72.0,404,50.01,2,64,20,41,0.168,3450,100.0,65.41048626614396,8.0,2.0,0,3,5,0,3,0,2,2017,8,8,3,0,170,129.36882352941177,274.90875,0.0223463687150838,0.0111731843575419,0.18386491557223264,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
37,44,12971.54,323.08,48.48,2316.9,1232,29.58,-3430,6086,248,188,6,13,11,0.896,267.9,962,20.56,2,75,19,8,0.43,5566,100.0,23.48325921864106,14.0,3.0,0,1,0,3,3,3,-1,2017,8,8,3,0,124,341.3563157894737,294.8077272727273,0.14859437751004015,0.17670682730923695,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
317,4,2015.89,429.04,46.77,207.35,44,10.89,-1865,1630,689,421,0,2,12,0.975,16.4,308,79.23,1,94,19,4,0.22,1498,100.0,49.40841787345389,14.0,5.0,1,0,-1,2,3,2,2,2017,8,8,3,1,192,6.3392767295597485,503.9725,0.45942028985507244,0.005797101449275362,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
160,10,11176.95,500.0,25.49,3572.23,20,4.78,-7717,3625,507,122,6,5,8,0.438,202.0,714,71.48,4,91,24,24,0.362,5234,100.0,49.40841787345389,8.0,4.0,0,1,-1,4,3,1,2,2017,8,8,3,1,192,69.422049689441,1117.6950000000002,0.31496062992125984,0.01968503937007874,0.13333333333333333,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
260,3,2831.7,500.0,119.72,1030.19,39,12.8,-5235,6851,161,146,6,8,2,0.83,40.2,883,100.0,5,82,44,32,0.242,1695,100.0,37.9353762940265,11.0,5.0,1,0,2,1,2,3,-1,2017,8,8,3,1,192,10.849425287356322,943.9,1.6049382716049383,0.018518518518518517,0.18386491557223264,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
278,31,13556.11,401.06,87.66,3463.65,62,1.0,-4893,386,627,195,6,0,12,0.142,112.2,414,14.16,3,81,30,4,0.004,6364,100.0,42.88109801212467,14.0,4.0,0,3,2,2,3,0,0,2017,8,8,3,1,192,48.58820788530466,437.29387096774195,0.4426751592356688,0.04936305732484077,0.26666666666666666,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
11,48,719.24,75.16,21.9,206.83,672,17.87,-2487,1849,454,338,1,8,4,0.017,70.6,193,2.91,4,51,3,11,0.019,5085,88.1,61.99293150890744,0.0,5.0,0,2,4,0,3,2,2,2017,8,8,3,1,10,59.93666666666667,14.984166666666667,0.024175824175824177,0.1054945054945055,0.18386491557223264,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
250,49,8745.6,291.52,73.52,2311.21,392,9.45,-2194,1339,244,134,0,11,4,0.159,158.3,111,3.46,5,76,28,38,0.515,8373,100.0,49.40841787345389,9.0,4.0,0,3,-1,4,3,3,0,2017,8,8,3,1,10,34.843027888446215,178.48163265306124,1.0204081632653061,0.2,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
7,21,291.1,18.99,43.49,82.06,399,19.18,-5771,6046,128,90,4,1,4,0.443,175.7,567,27.76,5,98,34,10,0.514,2852,100.0,22.497092555772035,13.0,4.0,0,3,0,3,2,0,2,2017,8,8,3,1,10,36.3875,13.861904761904762,0.05426356589147287,0.16279069767441862,0.18386491557223264,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
32,48,11066.99,203.51,5.01,3269.37,432,9.11,-6584,189,671,415,2,10,3,0.163,240.6,489,8.89,2,37,29,32,0.036,1920,34.95,24.2547216193634,11.0,3.0,0,2,0,0,3,0,2,2017,8,8,3,0,147,335.36333333333334,230.56229166666665,0.047619047619047616,0.07142857142857142,0.18386491557223264,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
86,6,1406.06,162.69,136.46,-61.85,42,5.39,-5733,4956,97,26,2,13,1,0.454,164.1,482,81.35,3,21,8,15,0.699,8346,100.0,49.40841787345389,2.0,2.0,1,0,-1,2,2,3,1,2017,8,8,3,0,176,16.1616091954023,234.34333333333333,0.8775510204081632,0.061224489795918366,0.23076923076923078,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
242,16,10934.6,500.0,24.16,1869.29,256,16.16,-51,1269,693,440,5,2,6,0.236,264.5,751,46.7,3,56,36,2,0.027,2076,100.0,73.42414830715634,8.0,5.0,0,1,5,2,3,1,2,2017,8,8,3,1,10,44.998353909465024,683.4125,0.34870317002881845,0.023054755043227664,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
102,1,2703.89,500.0,38.5,517.69,19,17.73,-3523,3761,113,84,5,12,5,0.216,294.5,516,100.0,3,12,4,4,0.487,7788,100.0,28.14287828469854,4.0,5.0,1,0,1,4,2,1,1,2017,8,8,3,1,192,26.25135922330097,2703.89,0.8947368421052632,0.008771929824561403,0.17391304347826086,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
9,5,13443.35,500.0,44.29,3238.96,25,7.47,-2433,689,333,309,6,8,11,0.919,362.7,309,61.12,1,35,17,39,0.395,3456,100.0,55.5008885080044,3.0,3.0,0,2,4,0,3,0,2,2017,8,8,3,1,192,1344.335,2688.67,0.02694610778443114,0.014970059880239521,0.18386491557223264,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
271,26,5455.31,308.63,35.81,1100.29,624,24.86,-4846,7723,708,338,5,7,3,0.52,45.1,84,4.75,2,53,32,18,0.883,3606,100.0,30.980097897144944,0.0,3.0,0,2,1,0,3,0,0,2017,8,8,3,0,86,20.056286764705884,209.8196153846154,0.382228490832158,0.036671368124118475,0.18386491557223264,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
97,20,8183.6,425.58,48.14,1628.7,260,13.41,-4872,2792,215,114,3,8,12,0.675,149.3,77,4.03,4,46,12,47,0.576,2994,100.0,80.0229398154797,10.0,4.0,0,1,5,3,3,2,0,2020,10,4,6,1,192,83.5061224489796,409.18,0.44907407407407407,0.09259259259259259,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
212,38,11029.57,223.04,81.94,3265.79,342,8.04,-1268,2018,404,372,1,7,7,0.399,92.8,86,1.68,1,46,32,10,0.822,7971,100.0,57.57700394114348,6.0,4.0,0,1,4,2,3,1,1,2017,8,8,3,0,85,51.78201877934272,290.25184210526317,0.5234567901234568,0.09382716049382717,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
45,35,12328.94,326.81,42.45,4261.38,210,6.24,-4038,2911,382,6,2,21,6,0.165,264.5,342,9.91,1,69,48,20,0.998,5458,100.0,69.45308918389125,7.0,5.0,0,2,5,1,3,0,1,2017,8,8,3,1,192,268.02043478260873,352.2554285714286,0.1174934725848564,0.09138381201044386,0.19230769230769232,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
123,2,11764.37,500.0,69.09,2516.38,6,1.0,-1929,145,457,333,6,15,4,0.714,188.2,255,100.0,3,71,39,8,0.177,9589,100.0,36.253961158980296,8.0,3.0,0,3,2,2,3,0,0,2017,12,6,2,1,192,94.87395161290323,5882.185,0.2685589519650655,0.004366812227074236,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
231,42,12732.25,251.91,54.85,3433.93,798,20.22,-7822,7738,140,36,5,2,9,0.444,40.6,492,11.35,3,87,36,42,0.063,2117,40.41,39.31761846733933,2.0,4.0,0,0,2,1,2,1,0,2017,8,8,3,0,129,54.880387931034484,303.1488095238095,1.6382978723404256,0.2978723404255319,0.19736842105263158,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
128,32,13474.89,395.68,13.88,2742.61,160,4.02,-3978,6857,557,305,3,3,4,0.841,22.9,989,31.44,5,100,1,17,0.774,3325,79.41,27.18057683648353,6.0,5.0,0,3,1,4,3,2,2,2017,8,8,3,1,192,104.45651162790698,421.0903125,0.22939068100358423,0.05734767025089606,0.18386491557223264,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
45,41,9789.75,263.49,65.34,3327.27,820,18.69,-988,532,375,53,2,0,9,0.082,182.8,645,14.35,5,79,43,11,0.632,2264,47.31,60.81291774485795,15.0,3.0,0,3,4,4,3,0,1,2017,8,8,3,0,36,212.82065217391303,238.77439024390245,0.1196808510638298,0.10904255319148937,0.26666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
71,2,3682.12,500.0,46.9,816.41,48,27.69,-3098,1357,32,8,4,6,3,0.384,128.0,959,100.0,2,82,41,42,0.634,3515,100.0,79.835325722735,2.0,4.0,1,0,5,2,1,2,2,2017,8,8,3,0,118,51.14055555555555,1841.06,2.1515151515151514,0.06060606060606061,0.18386491557223264,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
40,36,12518.87,341.63,4.56,3531.77,792,23.35,-6157,7734,552,234,1,17,7,0.161,192.3,827,21.59,2,37,11,38,0.316,3245,73.18,48.89893486571803,9.0,4.0,0,2,3,2,3,0,0,2017,8,8,3,0,200,305.33829268292686,347.74638888888893,0.07233273056057866,0.0650994575045208,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
142,28,7002.98,247.34,14.64,1416.53,616,19.67,-1538,2011,727,29,1,16,7,0.694,90.8,159,4.4,4,47,28,22,0.102,7980,100.0,49.40841787345389,14.0,3.0,0,3,-1,1,3,0,1,2017,8,8,3,0,46,48.971888111888106,250.10642857142855,0.19505494505494506,0.038461538461538464,0.18386491557223264,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
43,22,-2821.74,5.0,73.84,-631.94,594,29.12,-5636,5092,512,333,5,7,1,0.337,141.5,106,5.84,1,66,28,49,0.721,2841,100.0,18.835920707605577,1.0,4.0,0,2,0,2,3,2,1,2017,8,8,3,1,10,-64.13045454545454,-128.26090909090908,0.08382066276803118,0.042884990253411304,0.18386491557223264,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
254,9,9428.62,500.0,124.57,3405.3,81,5.47,-7678,2172,264,187,0,9,1,0.416,355.5,210,23.49,3,21,46,37,0.543,6672,100.0,62.632996781963776,6.0,4.0,0,3,4,4,3,0,0,2017,8,8,3,0,126,36.974980392156866,1047.6244444444446,0.9584905660377359,0.033962264150943396,0.18386491557223264,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
128,19,10939.32,491.26,54.96,1587.42,38,1.0,-1829,7226,186,2,5,15,2,0.35,88.0,25,1.0,3,99,47,39,0.501,2684,100.0,49.40841787345389,11.0,4.0,0,3,-1,4,3,2,0,2017,8,8,3,1,10,84.80093023255813,575.7536842105263,0.6844919786096256,0.10160427807486631,0.17391304347826086,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
110,24,6922.08,263.54,41.74,446.15,552,23.8,-7987,5892,120,51,6,10,4,0.841,8.5,901,37.08,2,21,22,12,0.736,2742,100.0,76.86170982554526,5.0,3.0,0,3,5,3,2,0,1,2017,8,8,3,0,99,62.36108108108108,288.42,0.9090909090909091,0.19834710743801653,0.19230769230769232,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
224,42,7649.37,240.8,63.15,1839.68,546,12.98,-7755,1627,87,23,3,10,2,0.564,336.8,681,15.62,5,61,39,34,0.989,3981,91.86,49.40841787345389,14.0,2.0,0,3,-1,1,1,0,1,2017,8,8,3,1,192,33.9972,182.12785714285715,2.5454545454545454,0.4772727272727273,0.18386491557223264,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
192,37,8294.67,221.59,3.19,924.61,259,5.71,-6300,6216,537,208,4,12,10,0.709,293.3,355,9.58,4,86,4,27,0.74,7159,100.0,29.778389242105195,5.0,4.0,0,0,1,0,3,0,2,2017,8,8,3,1,192,42.97756476683938,224.18027027027028,0.35687732342007433,0.0687732342007435,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
116,30,3862.23,215.59,37.11,1383.96,630,21.52,-6353,448,550,81,0,8,10,0.741,165.9,44,1.37,1,0,35,34,0.935,1019,25.66,74.85123717818124,15.0,3.0,0,0,5,2,3,1,1,2017,8,8,3,0,49,33.01051282051282,128.741,0.21052631578947367,0.0544464609800363,0.17391304347826086,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
254,17,5672.36,274.66,107.03,384.01,136,6.94,-3213,2697,372,208,4,3,5,0.707,194.4,190,9.9,2,85,30,22,0.399,3235,100.0,49.40841787345389,6.0,4.0,0,1,-1,4,3,0,1,2017,8,8,3,0,58,22.24454901960784,333.6682352941176,0.6809651474530831,0.045576407506702415,0.18386491557223264,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
106,18,4986.62,226.65,28.38,1037.75,216,12.37,-2347,725,149,104,0,2,2,0.945,122.4,552,28.68,5,62,22,14,0.898,6142,100.0,49.40841787345389,14.0,5.0,1,0,-1,1,2,3,1,2017,8,8,3,1,192,46.60392523364486,277.03444444444443,0.7066666666666667,0.12,0.18386491557223264,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
240,12,4323.59,343.34,64.44,248.41,120,10.95,-5730,803,352,269,6,23,8,0.652,52.2,45,3.96,5,79,15,7,0.727,9764,100.0,36.09408994092857,15.0,4.0,1,1,2,3,3,3,-1,2015,3,8,6,1,192,17.94020746887967,360.2991666666667,0.6798866855524079,0.0339943342776204,0.20833333333333334,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
44,23,8397.79,373.84,49.11,679.33,598,28.85,-4672,6525,479,468,0,9,6,0.649,97.8,882,39.32,1,41,7,14,0.372,3934,100.0,25.88672040939356,8.0,4.0,0,2,1,1,3,0,0,2017,8,8,3,0,117,186.61755555555558,365.12130434782614,0.09166666666666666,0.04791666666666667,0.18386491557223264,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
100,41,573.55,92.09,58.0,-133.65,369,10.11,-2130,156,469,266,1,4,3,0.809,130.6,817,19.96,1,66,8,0,0.509,1373,29.68,49.40841787345389,4.0,3.0,0,1,-1,2,3,0,-1,2017,8,8,3,0,35,5.678712871287129,13.989024390243902,0.2127659574468085,0.08723404255319149,0.18386491557223264,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
166,3,3104.41,500.0,0.03,1145.67,54,17.67,-7285,6811,463,174,4,11,2,0.016,202.8,441,100.0,2,1,1,34,0.202,7049,100.0,55.506954206180666,1.0,4.0,0,0,4,0,3,1,1,2017,8,8,3,0,43,18.58928143712575,1034.8033333333333,0.3577586206896552,0.00646551724137931,0.08695652173913043,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
21,43,5656.12,120.39,58.0,650.08,516,12.84,-7017,7879,354,282,3,1,9,0.058,103.0,236,7.45,1,60,17,11,0.081,7370,100.0,49.40841787345389,15.0,3.0,0,3,-1,1,3,1,1,2017,8,8,3,1,192,257.0963636363636,131.53767441860464,0.059154929577464786,0.12112676056338029,0.13333333333333333,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
179,31,2877.92,98.48,87.35,876.18,899,25.5,-611,6322,344,3,3,11,1,0.248,117.9,729,24.11,3,60,46,8,0.467,3592,100.0,35.101025151040965,5.0,4.0,0,1,2,2,3,0,1,2017,8,8,3,0,151,15.988444444444445,92.83612903225807,0.518840579710145,0.08985507246376812,0.08695652173913043,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
